transaction_id,customer_id,product_id,date,quantity,unit_price,discount,total_amount,profit
6875,494,35,2023-03-25,13,32.76,0.15,362.0,64.17
6580,56,13,2023-03-25,7,27.02,0.0,189.14,55.65
5603,446,4,2023-03-25,12,117.7,0.0,1412.4,619.56
7544,423,17,2023-03-25,18,25.17,0.1,407.75,153.77
8331,17,3,2023-03-25,18,28.87,0.0,519.66,184.68
2853,243,21,2023-03-25,14,50.32,0.05,669.26,114.72
8321,33,9,2023-03-25,20,54.31,0.05,1031.89,249.69
5482,417,31,2023-03-25,7,119.38,0.15,710.31,150.87
9220,260,11,2023-03-25,16,78.15,0.0,1250.4,552.96
7599,49,2,2023-03-25,5,64.36,0.1,289.62,70.02
2993,256,15,2023-03-25,7,31.0,0.0,217.0,75.11
2684,239,7,2023-03-25,5,78.3,0.0,391.5,106.35
8388,122,22,2023-03-26,6,29.12,0.1,157.25,57.95
799,236,5,2023-03-26,12,43.54,0.0,522.48,149.28
6367,476,35,2023-03-26,19,32.76,0.0,622.44,187.15
751,398,18,2023-03-26,16,105.6,0.0,1689.6,650.4
3427,255,23,2023-03-26,4,58.89,0.0,235.56,62.88
3106,315,18,2023-03-26,3,105.6,0.0,316.8,121.95
6050,46,6,2023-03-26,2,16.65,0.1,29.97,4.29
7447,260,24,2023-03-26,6,61.1,0.0,366.6,119.46
6040,16,28,2023-03-26,3,96.98,0.0,290.94,83.7
8504,495,13,2023-03-26,19,27.02,0.0,513.38,151.05
6422,224,34,2023-03-26,10,129.06,0.0,1290.6,541.0
9824,60,3,2023-03-26,10,28.87,0.15,245.4,59.3
6778,103,8,2023-03-26,20,58.02,0.0,1160.4,459.8
8571,222,2,2023-03-26,10,64.36,0.1,579.24,140.04
4717,441,13,2023-03-26,4,27.02,0.05,102.68,26.4
7404,143,35,2023-03-26,10,32.76,0.1,294.84,65.74
2605,433,20,2023-03-26,11,37.25,0.1,368.78,128.43
7446,462,26,2023-03-27,9,82.31,0.15,629.67,180.12
8024,372,18,2023-03-27,12,105.6,0.1,1140.48,361.08
3670,292,13,2023-03-27,5,27.02,0.0,135.1,39.75
4393,62,7,2023-03-27,19,78.3,0.1,1338.93,255.36
846,66,23,2023-03-27,5,58.89,0.0,294.45,78.6
3641,167,22,2023-03-27,12,29.12,0.0,349.44,150.84
2561,425,33,2023-03-27,1,70.79,0.0,70.79,24.4
6145,271,28,2023-03-27,20,96.98,0.0,1939.6,558.0
5349,498,2,2023-03-27,13,64.36,0.0,836.68,265.72
8107,235,24,2023-03-27,14,61.1,0.15,727.09,150.43
5149,300,19,2023-03-27,9,70.92,0.0,638.28,221.49
3938,145,19,2023-03-27,5,70.92,0.0,354.6,123.05
5446,470,26,2023-03-27,10,82.31,0.15,699.64,200.14
2726,376,11,2023-03-27,13,78.15,0.0,1015.95,449.28
3467,105,28,2023-03-27,13,96.98,0.05,1197.7,299.66
4517,293,30,2023-03-27,19,101.21,0.0,1922.99,793.44
2931,163,2,2023-03-27,14,64.36,0.05,855.99,241.11
7221,367,29,2023-03-28,20,72.91,0.15,1239.47,377.87
4747,477,1,2023-03-28,8,13.26,0.0,106.08,41.92
2903,207,6,2023-03-28,19,16.65,0.05,300.53,56.57
6430,104,36,2023-03-28,1,77.46,0.15,65.84,2.67
3096,219,7,2023-03-28,3,78.3,0.0,234.9,63.81
6326,344,16,2023-03-28,14,45.98,0.0,643.72,271.32
2055,383,34,2023-03-28,14,129.06,0.0,1806.84,757.4
2508,20,10,2023-03-28,10,22.77,0.1,204.93,68.03
5032,38,9,2023-03-28,8,54.31,0.15,369.31,56.43
6680,400,26,2023-03-28,3,82.31,0.15,209.89,60.04
203,465,25,2023-03-28,11,66.27,0.15,619.62,109.88
7606,131,5,2023-03-28,13,43.54,0.0,566.02,161.72
2168,388,11,2023-03-28,12,78.15,0.05,890.91,367.83
3541,191,15,2023-03-28,16,31.0,0.0,496.0,171.68
4141,440,27,2023-03-28,15,95.33,0.0,1429.95,382.95
4036,232,26,2023-03-28,4,82.31,0.1,296.32,96.52
2096,13,29,2023-03-28,2,72.91,0.0,145.82,59.66
2828,317,36,2023-03-28,7,77.46,0.0,542.22,100.03
9529,121,13,2023-03-28,11,27.02,0.0,297.22,87.45
898,381,24,2023-03-28,12,61.1,0.05,696.54,202.26
146,147,32,2023-03-28,19,57.37,0.1,981.03,249.72
6971,106,33,2023-03-28,2,70.79,0.05,134.5,41.72
3817,236,4,2023-03-29,15,117.7,0.0,1765.5,774.45
4124,477,6,2023-03-29,10,16.65,0.0,166.5,38.1
9304,294,28,2023-03-29,5,96.98,0.0,484.9,139.5
7291,227,16,2023-03-29,8,45.98,0.15,312.66,99.86
6939,450,1,2023-03-29,2,13.26,0.05,25.19,9.15
7057,3,23,2023-03-29,13,58.89,0.1,689.01,127.8
2805,273,13,2023-03-29,17,27.02,0.0,459.34,135.15
1788,401,29,2023-03-29,12,72.91,0.0,874.92,357.96
3322,161,9,2023-03-29,3,54.31,0.0,162.93,45.6
692,439,17,2023-03-29,20,25.17,0.15,427.89,145.69
6166,354,14,2023-03-29,11,62.11,0.05,649.05,182.76
3124,11,1,2023-03-29,15,13.26,0.0,198.9,78.6
3006,60,28,2023-03-29,19,96.98,0.0,1842.62,530.1
852,181,20,2023-03-30,2,37.25,0.0,74.5,30.8
2746,291,13,2023-03-30,18,27.02,0.0,486.36,143.1
8625,94,21,2023-03-30,5,50.32,0.05,239.02,40.97
9030,389,6,2023-03-30,15,16.65,0.0,249.75,57.15
5344,381,24,2023-03-30,13,61.1,0.0,794.3,258.83
882,134,30,2023-03-30,10,101.21,0.0,1012.1,417.6
6743,140,34,2023-03-30,9,129.06,0.0,1161.54,486.9
4423,353,34,2023-03-30,16,129.06,0.0,2064.96,865.6
7782,20,11,2023-03-30,3,78.15,0.0,234.45,103.68
4112,218,3,2023-03-30,18,28.87,0.0,519.66,184.68
5739,496,21,2023-03-30,2,50.32,0.05,95.61,16.39
820,176,28,2023-03-30,15,96.98,0.0,1454.7,418.5
7979,244,28,2023-03-30,5,96.98,0.0,484.9,139.5
2251,203,23,2023-03-30,18,58.89,0.0,1060.02,282.96
4631,319,8,2023-03-30,6,58.02,0.15,295.9,85.72
5664,344,27,2023-03-30,1,95.33,0.0,95.33,25.53
1957,387,24,2023-03-30,9,61.1,0.05,522.4,151.69
7382,54,34,2023-03-30,4,129.06,0.15,438.8,138.96
1506,344,30,2023-03-30,1,101.21,0.0,101.21,41.76
3505,247,30,2023-03-31,10,101.21,0.15,860.28,265.78
9105,159,34,2023-03-31,10,129.06,0.15,1097.01,347.41
648,248,6,2023-03-31,4,16.65,0.0,66.6,15.24
6755,398,13,2023-03-31,4,27.02,0.0,108.08,31.8
1342,272,27,2023-03-31,11,95.33,0.0,1048.63,280.83
3871,228,27,2023-03-31,20,95.33,0.0,1906.6,510.6
2740,76,15,2023-03-31,13,31.0,0.0,403.0,139.49
3718,473,16,2023-03-31,8,45.98,0.15,312.66,99.86
5683,159,12,2023-04-01,10,103.7,0.0,1037.0,335.0
5142,251,21,2023-04-01,17,50.32,0.0,855.44,182.07
1809,191,7,2023-04-01,20,78.3,0.1,1409.4,268.8
7068,306,29,2023-04-01,4,72.91,0.0,291.64,119.32
7401,296,11,2023-04-01,4,78.15,0.05,296.97,122.61
6498,250,23,2023-04-01,13,58.89,0.1,689.01,127.8
8638,305,3,2023-04-01,4,28.87,0.1,103.93,29.49
9498,115,15,2023-04-01,16,31.0,0.05,471.2,146.88
4439,207,25,2023-04-01,7,66.27,0.15,394.31,69.93
9746,97,11,2023-04-01,11,78.15,0.15,730.7,251.21
7619,339,3,2023-04-01,14,28.87,0.0,404.18,143.64
1235,302,13,2023-04-01,19,27.02,0.05,487.71,125.38
990,58,4,2023-04-01,6,117.7,0.15,600.27,203.85
5910,281,4,2023-04-02,15,117.7,0.05,1677.22,686.17
811,158,16,2023-04-02,8,45.98,0.05,349.45,136.65
1073,112,18,2023-04-02,20,105.6,0.15,1795.2,496.2
1192,58,22,2023-04-02,1,29.12,0.15,24.75,8.2
7264,397,11,2023-04-02,8,78.15,0.0,625.2,276.48
7922,314,26,2023-04-02,5,82.31,0.15,349.82,100.07
9340,453,2,2023-04-02,18,64.36,0.0,1158.48,367.92
7590,77,4,2023-04-02,6,117.7,0.1,635.58,239.16
6608,417,1,2023-04-02,15,13.26,0.0,198.9,78.6
3304,76,4,2023-04-02,14,117.7,0.15,1400.63,475.65
2912,59,9,2023-04-02,6,54.31,0.0,325.86,91.2
1674,399,2,2023-04-02,5,64.36,0.0,321.8,102.2
1648,300,35,2023-04-03,1,32.76,0.0,32.76,9.85
913,425,2,2023-04-03,9,64.36,0.0,579.24,183.96
16,296,20,2023-04-03,10,37.25,0.0,372.5,154.0
1194,321,13,2023-04-03,16,27.02,0.0,432.32,127.2
2966,44,5,2023-04-03,12,43.54,0.0,522.48,149.28
8560,143,33,2023-04-03,19,70.79,0.1,1210.51,329.1
1766,373,29,2023-04-03,19,72.91,0.1,1246.76,428.24
6447,450,3,2023-04-03,5,28.87,0.0,144.35,51.3
2589,86,13,2023-04-03,9,27.02,0.0,243.18,71.55
5194,118,17,2023-04-03,7,25.17,0.0,176.19,77.42
4630,463,25,2023-04-03,3,66.27,0.0,198.81,59.79
2431,123,6,2023-04-03,12,16.65,0.0,199.8,45.72
4682,16,26,2023-04-03,11,82.31,0.0,905.41,355.96
7308,110,26,2023-04-03,3,82.31,0.15,209.89,60.04
5877,442,1,2023-04-04,1,13.26,0.0,13.26,5.24
507,165,7,2023-04-04,19,78.3,0.05,1413.32,329.75
916,297,7,2023-04-04,11,78.3,0.0,861.3,233.97
5483,318,8,2023-04-04,6,58.02,0.0,348.12,137.94
4572,401,1,2023-04-04,8,13.26,0.0,106.08,41.92
1240,240,16,2023-04-04,18,45.98,0.0,827.64,348.84
120,281,14,2023-04-04,16,62.11,0.0,993.76,315.52
7531,215,8,2023-04-04,15,58.02,0.0,870.3,344.85
2909,386,1,2023-04-04,13,13.26,0.0,172.38,68.12
6600,180,7,2023-04-05,1,78.3,0.1,70.47,13.44
9880,380,30,2023-04-05,13,101.21,0.0,1315.73,542.88
3297,370,28,2023-04-05,1,96.98,0.0,96.98,27.9
930,7,36,2023-04-05,15,77.46,0.0,1161.9,214.35
5926,363,8,2023-04-05,3,58.02,0.0,174.06,68.97
9704,100,30,2023-04-05,3,101.21,0.0,303.63,125.28
3837,215,16,2023-04-05,6,45.98,0.0,275.88,116.28
4011,286,24,2023-04-05,16,61.1,0.0,977.6,318.56
4644,214,3,2023-04-05,15,28.87,0.0,433.05,153.9
7683,171,29,2023-04-05,18,72.91,0.05,1246.76,471.32
3940,496,23,2023-04-05,16,58.89,0.0,942.24,251.52
2527,39,31,2023-04-05,20,119.38,0.15,2029.46,431.06
1749,174,3,2023-04-05,9,28.87,0.0,259.83,92.34
7288,324,25,2023-04-06,12,66.27,0.05,755.48,199.4
1911,380,25,2023-04-06,12,66.27,0.0,795.24,239.16
1997,282,6,2023-04-06,19,16.65,0.0,316.35,72.39
8774,70,31,2023-04-06,18,119.38,0.0,2148.84,710.28
6889,167,29,2023-04-06,19,72.91,0.05,1316.03,497.51
1530,49,29,2023-04-06,8,72.91,0.0,583.28,238.64
8486,11,14,2023-04-06,6,62.11,0.0,372.66,118.32
8501,428,27,2023-04-06,12,95.33,0.0,1143.96,306.36
3903,422,28,2023-04-06,11,96.98,0.0,1066.78,306.9
2672,398,34,2023-04-06,4,129.06,0.0,516.24,216.4
3780,482,29,2023-04-06,3,72.91,0.15,185.92,56.68
6298,94,21,2023-04-06,15,50.32,0.0,754.8,160.65
798,159,27,2023-04-06,6,95.33,0.0,571.98,153.18
4710,347,9,2023-04-06,10,54.31,0.05,515.95,124.85
5019,456,28,2023-04-06,19,96.98,0.0,1842.62,530.1
782,255,21,2023-04-06,3,50.32,0.15,128.32,9.49
1005,455,24,2023-04-06,3,61.1,0.1,164.97,41.4
4504,65,26,2023-04-06,10,82.31,0.05,781.94,282.44
7540,304,22,2023-04-07,12,29.12,0.1,314.5,115.9
1660,53,32,2023-04-07,7,57.37,0.05,381.51,112.08
9095,195,5,2023-04-07,14,43.54,0.15,518.13,82.73
6198,243,5,2023-04-07,5,43.54,0.0,217.7,62.2
2720,119,26,2023-04-07,14,82.31,0.05,1094.72,395.42
3793,157,28,2023-04-07,3,96.98,0.05,276.39,69.15
8511,140,21,2023-04-07,12,50.32,0.0,603.84,128.52
5248,276,33,2023-04-07,11,70.79,0.0,778.69,268.4
8968,189,30,2023-04-07,1,101.21,0.0,101.21,41.76
6627,275,35,2023-04-07,17,32.76,0.0,556.92,167.45
618,420,9,2023-04-08,11,54.31,0.1,537.67,107.46
9904,80,21,2023-04-08,14,50.32,0.05,669.26,114.72
117,50,35,2023-04-08,13,32.76,0.05,404.59,106.76
3486,73,13,2023-04-08,19,27.02,0.05,487.71,125.38
804,222,19,2023-04-08,3,70.92,0.15,180.85,41.92
9931,96,23,2023-04-08,10,58.89,0.15,500.56,68.86
9273,282,13,2023-04-08,20,27.02,0.0,540.4,159.0
5068,188,19,2023-04-08,3,70.92,0.15,180.85,41.92
8303,370,23,2023-04-08,11,58.89,0.0,647.79,172.92
6185,230,19,2023-04-08,12,70.92,0.0,851.04,295.32
8123,6,34,2023-04-08,16,129.06,0.05,1961.71,762.35
5527,423,30,2023-04-08,6,101.21,0.0,607.26,250.56
1604,139,4,2023-04-08,13,117.7,0.0,1530.1,671.19
8987,201,8,2023-04-08,14,58.02,0.0,812.28,321.86
5159,365,34,2023-04-08,4,129.06,0.1,464.62,164.78
8579,187,25,2023-04-09,15,66.27,0.0,994.05,298.95
1014,199,1,2023-04-09,10,13.26,0.0,132.6,52.4
8228,310,6,2023-04-09,11,16.65,0.0,183.15,41.91
9680,401,31,2023-04-09,2,119.38,0.0,238.76,78.92
4413,350,10,2023-04-09,9,22.77,0.0,204.93,81.72
4452,493,32,2023-04-09,16,57.37,0.0,917.92,302.08
3210,266,21,2023-04-09,3,50.32,0.0,150.96,32.13
4127,167,36,2023-04-09,13,77.46,0.05,956.63,135.42
7557,235,8,2023-04-09,2,58.02,0.15,98.63,28.57
3415,131,14,2023-04-09,6,62.11,0.0,372.66,118.32
5433,304,32,2023-04-10,5,57.37,0.05,272.51,80.06
4156,121,31,2023-04-10,4,119.38,0.1,429.77,110.09
3597,500,30,2023-04-10,10,101.21,0.0,1012.1,417.6
2186,196,4,2023-04-10,2,117.7,0.0,235.4,103.26
5417,352,16,2023-04-10,2,45.98,0.15,78.17,24.97
4398,446,18,2023-04-10,19,105.6,0.0,2006.4,772.35
8041,92,5,2023-04-10,18,43.54,0.0,783.72,223.92
45,176,27,2023-04-10,5,95.33,0.15,405.15,56.15
6925,315,35,2023-04-10,16,32.76,0.0,524.16,157.6
4613,348,26,2023-04-10,2,82.31,0.0,164.62,64.72
6311,138,9,2023-04-10,1,54.31,0.15,46.16,7.05
3309,220,14,2023-04-10,16,62.11,0.0,993.76,315.52
6294,146,33,2023-04-10,7,70.79,0.0,495.53,170.8
2024,461,5,2023-04-10,11,43.54,0.1,431.05,88.95
7125,407,17,2023-04-10,18,25.17,0.0,453.06,199.08
9317,103,10,2023-04-10,11,22.77,0.05,237.95,87.36
9750,223,13,2023-04-11,13,27.02,0.15,298.57,50.66
1373,341,14,2023-04-11,3,62.11,0.0,186.33,59.16
8802,470,19,2023-04-11,2,70.92,0.0,141.84,49.22
3482,178,5,2023-04-11,9,43.54,0.0,391.86,111.96
5735,398,23,2023-04-11,13,58.89,0.1,689.01,127.8
8786,285,10,2023-04-11,16,22.77,0.1,327.89,108.85
6368,22,20,2023-04-11,7,37.25,0.05,247.71,94.76
697,329,26,2023-04-11,4,82.31,0.0,329.24,129.44
3109,157,28,2023-04-11,9,96.98,0.0,872.82,251.1
2234,226,12,2023-04-11,11,103.7,0.0,1140.7,368.5
8324,200,28,2023-04-12,9,96.98,0.0,872.82,251.1
9051,330,22,2023-04-12,5,29.12,0.0,145.6,62.85
112,35,4,2023-04-12,20,117.7,0.05,2236.3,914.9
7741,252,11,2023-04-12,13,78.15,0.0,1015.95,449.28
793,8,2,2023-04-12,2,64.36,0.0,128.72,40.88
2439,219,13,2023-04-12,18,27.02,0.0,486.36,143.1
3458,45,26,2023-04-12,7,82.31,0.15,489.74,140.09
8467,330,36,2023-04-12,17,77.46,0.05,1250.98,177.09
5314,419,29,2023-04-12,2,72.91,0.0,145.82,59.66
4888,219,36,2023-04-12,13,77.46,0.15,855.93,34.72
3489,389,11,2023-04-12,9,78.15,0.1,633.02,240.71
9619,335,11,2023-04-12,5,78.15,0.0,390.75,172.8
9700,144,25,2023-04-12,17,66.27,0.0,1126.59,338.81
7186,28,34,2023-04-13,9,129.06,0.15,987.31,312.67
6305,68,14,2023-04-13,14,62.11,0.0,869.54,276.08
6049,99,25,2023-04-13,10,66.27,0.0,662.7,199.3
7978,300,10,2023-04-13,3,22.77,0.0,68.31,27.24
457,348,35,2023-04-13,8,32.76,0.0,262.08,78.8
7437,493,17,2023-04-13,4,25.17,0.0,100.68,44.24
6996,32,20,2023-04-13,14,37.25,0.05,495.42,189.52
5054,416,33,2023-04-13,6,70.79,0.0,424.74,146.4
5887,422,10,2023-04-13,7,22.77,0.0,159.39,63.56
8695,479,16,2023-04-13,16,45.98,0.0,735.68,310.08
7875,354,17,2023-04-13,19,25.17,0.0,478.23,210.14
2518,76,27,2023-04-13,4,95.33,0.05,362.25,83.05
9500,56,30,2023-04-13,1,101.21,0.15,86.03,26.58
1198,73,19,2023-04-13,15,70.92,0.0,1063.8,369.15
2200,220,24,2023-04-13,2,61.1,0.0,122.2,39.82
4692,102,23,2023-04-13,6,58.89,0.0,353.34,94.32
9747,305,35,2023-04-13,18,32.76,0.1,530.71,118.33
7743,159,28,2023-04-13,5,96.98,0.05,460.66,115.26
9907,432,7,2023-04-13,2,78.3,0.0,156.6,42.54
6184,484,27,2023-04-13,20,95.33,0.1,1715.94,319.94
3594,435,6,2023-04-14,9,16.65,0.1,134.86,19.3
8674,145,35,2023-04-14,3,32.76,0.0,98.28,29.55
9769,52,22,2023-04-14,15,29.12,0.0,436.8,188.55
4718,344,27,2023-04-14,12,95.33,0.15,972.37,134.77
1719,425,21,2023-04-14,17,50.32,0.0,855.44,182.07
3018,467,9,2023-04-14,20,54.31,0.1,977.58,195.38
1195,112,29,2023-04-14,17,72.91,0.0,1239.47,507.11
8646,186,21,2023-04-14,6,50.32,0.0,301.92,64.26
4051,438,18,2023-04-14,3,105.6,0.1,285.12,90.27
5980,446,4,2023-04-14,6,117.7,0.0,706.2,309.78
8378,74,24,2023-04-14,12,61.1,0.0,733.2,238.92
9582,230,9,2023-04-14,4,54.31,0.0,217.24,60.8
4378,297,32,2023-04-14,16,57.37,0.15,780.23,164.39
9950,210,12,2023-04-14,8,103.7,0.1,746.64,185.04
5426,265,8,2023-04-14,10,58.02,0.0,580.2,229.9
998,31,23,2023-04-14,18,58.89,0.05,1007.02,229.96
535,485,19,2023-04-14,7,70.92,0.0,496.44,172.27
3326,398,20,2023-04-14,16,37.25,0.15,506.6,157.0
8356,161,34,2023-04-14,11,129.06,0.1,1277.69,453.13
5181,80,6,2023-04-14,11,16.65,0.0,183.15,41.91
974,459,19,2023-04-14,13,70.92,0.1,829.76,227.73
7961,500,32,2023-04-15,15,57.37,0.15,731.47,154.12
724,245,18,2023-04-15,3,105.6,0.1,285.12,90.27
3011,401,34,2023-04-15,14,129.06,0.0,1806.84,757.4
6824,171,32,2023-04-15,18,57.37,0.0,1032.66,339.84
6973,368,10,2023-04-15,14,22.77,0.05,302.84,111.18
6637,159,19,2023-04-15,18,70.92,0.0,1276.56,442.98
9934,398,23,2023-04-16,16,58.89,0.0,942.24,251.52
245,108,17,2023-04-16,12,25.17,0.1,271.84,102.52
1157,80,29,2023-04-16,10,72.91,0.0,729.1,298.3
181,142,22,2023-04-16,5,29.12,0.0,145.6,62.85
6536,177,26,2023-04-16,11,82.31,0.1,814.87,265.42
9181,177,32,2023-04-16,19,57.37,0.0,1090.03,358.72
202,68,22,2023-04-16,2,29.12,0.05,55.33,22.23
8957,247,2,2023-04-16,9,64.36,0.05,550.28,155.0
2754,88,11,2023-04-16,11,78.15,0.0,859.65,380.16
1973,247,16,2023-04-16,15,45.98,0.0,689.7,290.7
7270,315,9,2023-04-16,8,54.31,0.1,391.03,78.15
8849,491,6,2023-04-16,5,16.65,0.05,79.09,14.89
9460,151,30,2023-04-16,8,101.21,0.05,769.2,293.6
7876,302,31,2023-04-17,8,119.38,0.0,955.04,315.68
4157,41,31,2023-04-17,8,119.38,0.0,955.04,315.68
3143,98,26,2023-04-17,3,82.31,0.0,246.93,97.08
2122,364,8,2023-04-17,4,58.02,0.1,208.87,68.75
4276,208,36,2023-04-17,18,77.46,0.1,1254.85,117.79
6154,128,31,2023-04-17,13,119.38,0.05,1474.34,435.38
2226,339,14,2023-04-17,15,62.11,0.0,931.65,295.8
1607,422,19,2023-04-17,17,70.92,0.0,1205.64,418.37
9585,450,34,2023-04-17,3,129.06,0.15,329.1,104.22
8054,480,16,2023-04-17,10,45.98,0.0,459.8,193.8
8180,446,4,2023-04-17,12,117.7,0.1,1271.16,478.32
6910,70,32,2023-04-17,10,57.37,0.1,516.33,131.43
1212,276,35,2023-04-17,2,32.76,0.0,65.52,19.7
5198,446,20,2023-04-17,5,37.25,0.05,176.94,67.69
6421,99,1,2023-04-17,14,13.26,0.0,185.64,73.36
2457,340,29,2023-04-18,16,72.91,0.15,991.58,302.3
9780,375,4,2023-04-18,18,117.7,0.0,2118.6,929.34
1182,175,16,2023-04-18,5,45.98,0.05,218.4,85.4
6661,193,14,2023-04-18,18,62.11,0.05,1062.08,299.06
7767,291,21,2023-04-18,16,50.32,0.0,805.12,171.36
8327,339,3,2023-04-18,13,28.87,0.1,337.78,95.85
7261,426,11,2023-04-18,5,78.15,0.05,371.21,153.26
9979,19,9,2023-04-18,14,54.31,0.0,760.34,212.8
6899,35,32,2023-04-18,13,57.37,0.05,708.52,208.15
4019,109,8,2023-04-18,7,58.02,0.05,385.83,140.62
3811,361,24,2023-04-18,1,61.1,0.0,61.1,19.91
9692,326,10,2023-04-19,17,22.77,0.0,387.09,154.36
1352,381,25,2023-04-19,12,66.27,0.1,715.72,159.64
2732,22,20,2023-04-19,9,37.25,0.15,284.96,88.31
2144,51,29,2023-04-19,20,72.91,0.15,1239.47,377.87
1056,398,15,2023-04-19,19,31.0,0.0,589.0,203.87
9006,378,3,2023-04-19,12,28.87,0.0,346.44,123.12
2188,178,1,2023-04-19,19,13.26,0.0,251.94,99.56
1724,125,30,2023-04-19,14,101.21,0.15,1204.4,372.1
8519,118,29,2023-04-19,2,72.91,0.0,145.82,59.66
8965,73,27,2023-04-19,6,95.33,0.15,486.18,67.38
6956,386,31,2023-04-19,9,119.38,0.05,1020.7,301.42
3217,293,30,2023-04-19,8,101.21,0.0,809.68,334.08
8733,443,33,2023-04-19,14,70.79,0.1,891.95,242.49
908,472,25,2023-04-19,4,66.27,0.0,265.08,79.72
5536,216,30,2023-04-19,2,101.21,0.0,202.42,83.52
8187,173,6,2023-04-19,9,16.65,0.15,127.37,11.81
4023,248,3,2023-04-19,5,28.87,0.1,129.92,36.87
3761,315,13,2023-04-20,6,27.02,0.1,145.91,31.49
645,338,28,2023-04-20,11,96.98,0.0,1066.78,306.9
7433,73,12,2023-04-20,11,103.7,0.0,1140.7,368.5
5883,319,17,2023-04-20,8,25.17,0.0,201.36,88.48
6199,94,18,2023-04-20,19,105.6,0.0,2006.4,772.35
604,210,8,2023-04-20,14,58.02,0.0,812.28,321.86
2010,375,1,2023-04-20,4,13.26,0.05,50.39,18.31
3917,339,27,2023-04-20,20,95.33,0.0,1906.6,510.6
470,425,10,2023-04-20,19,22.77,0.1,389.37,129.26
6968,275,17,2023-04-20,12,25.17,0.05,286.94,117.62
666,308,12,2023-04-20,7,103.7,0.05,689.6,198.2
6943,128,18,2023-04-20,17,105.6,0.15,1525.92,421.77
5650,335,17,2023-04-20,3,25.17,0.1,67.96,25.63
8042,55,25,2023-04-20,7,66.27,0.0,463.89,139.51
1540,426,5,2023-04-20,12,43.54,0.0,522.48,149.28
3383,218,10,2023-04-20,19,22.77,0.0,432.63,172.52
6020,135,22,2023-04-20,10,29.12,0.0,291.2,125.7
131,342,30,2023-04-21,16,101.21,0.0,1619.36,668.16
5858,41,34,2023-04-21,16,129.06,0.1,1858.46,659.1
3818,357,28,2023-04-21,6,96.98,0.15,494.6,80.12
7190,145,15,2023-04-21,18,31.0,0.0,558.0,193.14
3561,384,16,2023-04-21,5,45.98,0.0,229.9,96.9
3951,453,34,2023-04-21,11,129.06,0.1,1277.69,453.13
7937,189,27,2023-04-21,13,95.33,0.1,1115.36,207.96
5276,141,36,2023-04-21,10,77.46,0.0,774.6,142.9
6746,25,32,2023-04-21,10,57.37,0.05,545.01,160.11
7913,431,21,2023-04-21,7,50.32,0.15,299.4,22.13
3548,10,24,2023-04-22,18,61.1,0.0,1099.8,358.38
5347,160,22,2023-04-22,16,29.12,0.05,442.62,177.82
1860,168,19,2023-04-22,2,70.92,0.1,127.66,35.04
453,383,36,2023-04-22,9,77.46,0.0,697.14,128.61
7174,231,27,2023-04-22,10,95.33,0.0,953.3,255.3
6328,145,13,2023-04-22,5,27.02,0.05,128.34,32.99
6274,199,20,2023-04-22,7,37.25,0.0,260.75,107.8
8660,240,8,2023-04-22,2,58.02,0.05,110.24,40.18
98,459,26,2023-04-22,17,82.31,0.1,1259.34,410.19
5402,392,16,2023-04-22,5,45.98,0.05,218.4,85.4
1906,247,8,2023-04-22,3,58.02,0.0,174.06,68.97
4513,460,12,2023-04-22,16,103.7,0.1,1493.28,370.08
6505,227,7,2023-04-22,14,78.3,0.1,986.58,188.16
4421,120,20,2023-04-23,15,37.25,0.0,558.75,231.0
4070,405,4,2023-04-23,8,117.7,0.05,894.52,365.96
7842,459,24,2023-04-23,15,61.1,0.0,916.5,298.65
2233,456,12,2023-04-23,11,103.7,0.0,1140.7,368.5
3587,470,8,2023-04-23,2,58.02,0.0,116.04,45.98
4098,401,20,2023-04-23,12,37.25,0.0,447.0,184.8
7568,193,3,2023-04-23,17,28.87,0.15,417.17,100.8
3668,340,33,2023-04-23,13,70.79,0.0,920.27,317.2
2869,90,22,2023-04-23,20,29.12,0.05,553.28,222.28
9207,433,34,2023-04-23,20,129.06,0.05,2452.14,952.94
4031,11,10,2023-04-23,4,22.77,0.15,77.42,22.66
8534,11,15,2023-04-23,3,31.0,0.1,83.7,22.89
3688,316,9,2023-04-23,16,54.31,0.0,868.96,243.2
7991,150,12,2023-04-23,11,103.7,0.15,969.6,197.4
5045,139,5,2023-04-23,6,43.54,0.0,261.24,74.64
8314,289,8,2023-04-24,5,58.02,0.1,261.09,85.94
2793,222,11,2023-04-24,15,78.15,0.05,1113.64,459.79
6958,468,25,2023-04-24,14,66.27,0.0,927.78,279.02
4801,370,1,2023-04-24,7,13.26,0.0,92.82,36.68
8781,208,7,2023-04-24,11,78.3,0.0,861.3,233.97
4234,426,1,2023-04-24,18,13.26,0.15,202.88,58.52
153,166,30,2023-04-24,12,101.21,0.05,1153.79,440.39
7452,442,11,2023-04-24,3,78.15,0.0,234.45,103.68
9046,81,35,2023-04-24,8,32.76,0.15,222.77,39.49
2131,380,12,2023-04-24,19,103.7,0.0,1970.3,636.5
8494,500,35,2023-04-24,4,32.76,0.05,124.49,32.85
1640,453,20,2023-04-24,5,37.25,0.0,186.25,77.0
9036,46,1,2023-04-24,9,13.26,0.05,113.37,41.19
8667,252,27,2023-04-24,18,95.33,0.0,1715.94,459.54
3740,133,18,2023-04-24,1,105.6,0.0,105.6,40.65
